Unnamed: 0,age,family_income,study_hours_per_day,attendance_rate,assignment_delay_days,travel_time_minutes,stress_index,gpa,gender_Male,internet_access_Yes,part_time_job_Yes,scholarship_Yes,semester_Year 2,semester_Year 3,semester_Year 4,department_Business,department_CS,department_Engineering,department_Science,parental_education_High School,parental_education_Master,parental_education_PhD,parental_education_Unknown,gpa_trend,study_efficiency,low_income_high_travel,dropout
2463,21.6,38753.0,4.23,86.3,3,5.0,6.1,3.19,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,-0.16999999999999993,1.3260146519916867,0,0
2464,18.9,38333.0,3.67,83.2,4,24.6,6.1,2.72,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,0.22999999999999998,1.349259745368583,0,0
2465,22.6,25000.0,4.25,95.6,3,9.9,6.8,1.63,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,-0.42999999999999994,2.6073459672026553,0,0
2466,20.5,31943.0,3.04,73.3,1,28.8,2.7,2.74,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.25,1.109485001879555,0,0
2467,21.0,37668.0,1.71,79.0,2,21.1,3.5,2.38,False,True,True,True,False,True,False,True,False,False,False,False,False,True,False,0.33000000000000007,0.7184843761160667,0,0
2468,21.7,68745.0,2.49,80.1,4,34.3,7.0,2.02,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0.31000000000000005,1.2326671650140346,0,1
2469,20.8,51779.0,5.47,70.8,2,35.5,6.3,2.17,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,-0.20999999999999996,2.520725710941424,0,0
2470,21.0,25000.0,5.47,72.2,0,32.4,4.8,1.51,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.09000000000000008,3.622492566274395,1,0
2471,23.6,25000.0,4.16,76.0,0,5.0,3.1,4.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,1.0399974000065002,0,0
2472,21.3,27975.0,2.61,90.8,2,27.9,2.7,2.65,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,0.48,0.98490194376625,0,0
2473,23.2,52519.0,3.7,65.0,0,34.2,4.4,1.95,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,-0.1399999999999999,1.8974261670452972,0,0
2474,24.2,25000.0,3.72,83.3,1,43.9,4.1,1.4,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.18999999999999995,2.657123877686588,1,0
2476,20.9,25000.0,3.2,68.7,2,12.6,5.0,2.16,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,0.10999999999999988,1.481474622802672,0,0
2477,19.2,42639.0,4.51,80.4,0,41.8,3.1,4.0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,0.0,1.127497181257047,0,0
2478,23.0,57268.0,3.14,72.5,3,60.4,6.2,0.51,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,0.08999999999999997,6.156742024666184,0,1
2479,21.4,25000.0,5.23,85.7,0,24.5,8.0,2.64,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,0.0,1.9810531020715831,0,0
2480,21.9,51448.0,4.72,86.8,2,37.6,2.7,4.0,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,-0.10999999999999988,1.179997050007375,0,0
2481,21.6,25000.0,3.34,95.5,1,11.7,6.0,2.09,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,-0.17999999999999994,1.5980784780934063,0,0
2482,21.9,29076.0,2.1,76.9,0,36.2,1.4,3.2,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,-0.20000000000000018,0.6562479492251586,0,0
2483,22.4,45805.0,1.0,94.5,0,39.5,4.1,1.19,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,0.33000000000000007,0.8403290728649339,0,0
2484,21.2,25000.0,3.88,74.6,2,35.3,6.0,2.67,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0.03000000000000025,1.4531780779847265,1,0
2485,24.8,73186.0,2.52,79.8,0,28.0,5.8,0.75,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0.030000000000000027,3.3599552005973257,0,0
2486,17.4,25000.0,4.17,82.4,2,32.7,4.6,3.99,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,-0.25,1.0451101626311712,1,0
2487,21.1,25000.0,4.78,97.1,2,23.0,4.7,2.69,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,0.33999999999999986,1.7769450671187097,0,0
2488,21.3,27619.0,4.47,85.0,4,21.7,6.7,3.41,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,-0.07000000000000028,1.3108465957577835,0,0
2489,22.6,25000.0,3.89,100.0,2,50.3,7.6,0.89,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,-0.27,4.37073740744486,1,0
2490,18.8,25000.0,5.05,83.1,5,34.7,7.2,1.51,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,-0.07000000000000006,3.3443487129224305,1,1
2491,22.1,25000.0,2.68,73.5,4,26.8,5.0,0.01,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,-0.01,267.73226773226776,0,0
2492,20.5,29566.0,5.22,72.8,2,25.9,7.0,1.22,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,-0.06000000000000005,4.278653453660215,0,0
2493,21.7,32030.0,5.82,81.1,1,23.1,8.6,1.8,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0.1399999999999999,3.233315370470164,0,0
2494,18.6,25000.0,2.42,85.1,0,45.9,5.6,2.45,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,0.1599999999999997,0.9877510704037942,1,0
2496,20.6,61757.0,4.45,85.6,0,30.0,4.2,1.54,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.050000000000000044,2.8895916260284022,0,0
2497,19.6,25000.0,4.71,81.6,1,40.0,3.7,1.65,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,-0.09999999999999987,2.854528154374822,1,0
2498,19.8,53906.0,5.82,85.0,4,5.7,6.8,2.81,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,0.16999999999999993,2.0711670065231083,0,0
2499,22.5,57165.0,4.41,90.0,3,14.3,6.3,1.71,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.21999999999999997,2.5789322869456903,0,0
2500,19.8,26246.0,3.49,72.5,2,52.2,7.0,2.81,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.33999999999999986,1.2419884626745101,1,0
2501,21.4,25000.0,2.73,86.1,1,32.1,6.3,2.39,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0.22999999999999998,1.1422546349178455,1,0
2502,23.4,25000.0,5.36,78.3,3,24.3,4.2,1.54,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,-0.3600000000000001,3.4804968798903904,0,1
2503,19.9,25000.0,3.94,60.9,2,43.0,4.9,1.89,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.010000000000000009,2.0846450547880697,1,1
2504,26.0,66915.0,4.4,87.0,6,37.7,2.4,2.6,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,-0.5700000000000003,1.6923011834569868,0,0
2505,25.2,25000.0,4.53,69.6,2,24.1,9.9,0.0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,0.0,453000.0,0,1
2506,17.8,25000.0,2.58,84.7,1,25.3,6.0,1.78,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,0.2699999999999998,1.449430059381689,0,0
2507,20.7,44827.0,4.56,78.2,3,13.3,4.0,0.2,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,0.53,22.798860056997146,0,0
2508,20.9,32731.0,2.49,73.9,5,22.0,3.7,3.24,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,0.05999999999999961,0.7685161465551033,0,0
2509,20.2,25000.0,7.05,80.0,2,29.8,1.6,2.61,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,-0.19999999999999973,2.701139076095494,0,0
2510,19.8,38201.0,3.53,72.9,4,22.9,5.4,2.66,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,0.31999999999999984,1.3270626802154877,0,0
2511,21.1,37695.0,4.02,78.7,2,28.2,5.0,2.88,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,0.41000000000000014,1.3958284867066433,0,0
2512,21.5,63423.0,6.53,90.8,0,42.3,2.5,2.63,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,-0.029999999999999805,2.4828802932308243,0,0
2513,24.1,25000.0,6.33,88.1,1,20.4,2.8,4.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,1.5824960437598907,0,0
2514,23.0,35196.0,4.63,73.9,1,40.1,5.6,2.95,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,-0.26000000000000023,1.569486205131508,0,0
2515,18.5,31485.0,4.11,81.0,1,12.7,5.4,1.89,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.17999999999999994,2.174591668827149,0,0
2516,21.1,43182.0,4.14,87.8,0,15.9,5.8,1.62,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,-0.18000000000000016,2.5555397806186377,0,0
2517,22.7,32159.0,3.04,83.1,4,35.8,4.2,1.68,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,0.17000000000000015,1.8095130386128655,0,0
2519,18.4,70654.0,1.89,78.6,1,39.0,4.6,2.36,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,0.8700000000000001,0.8008440642200668,0,0
2520,20.6,26743.0,5.07,91.1,1,20.3,5.3,2.44,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,-0.3999999999999999,2.077860336637965,0,0
2521,21.6,56645.0,4.31,80.2,1,25.6,6.1,0.88,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,-0.42,4.897671617367984,0,1
2522,20.0,30960.0,3.66,85.1,1,56.5,5.0,3.33,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,0.16999999999999993,1.0990957985111156,0,0
2523,20.0,30813.0,1.78,69.2,1,12.5,7.7,0.7,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,-0.1399999999999999,2.542820816845474,0,0
2524,21.7,25000.0,4.71,85.4,2,30.0,5.6,4.0,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,-0.22999999999999998,1.1774970562573595,0,0
2525,18.2,28394.0,5.38,81.8,0,20.7,5.4,3.34,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,-0.17999999999999972,1.610773620438262,0,0
2526,20.8,25000.0,2.68,84.5,0,13.2,2.5,0.87,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,-0.21999999999999997,3.0804243629383574,0,1
2527,20.7,25000.0,2.33,69.8,5,47.8,6.9,0.85,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,-0.13,2.7411442218326845,1,1
2528,22.9,25000.0,4.44,96.8,3,19.2,4.0,4.0,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,0.0,1.1099972250069376,0,0
2529,19.7,68695.0,2.85,84.1,1,46.6,1.8,4.0,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,-0.3599999999999999,0.7124982187544532,0,0
2530,25.1,55686.0,3.69,64.8,1,28.3,7.5,0.86,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,0.16000000000000003,4.290647783165312,0,1
2531,21.1,36241.0,1.51,84.8,3,27.6,5.1,2.17,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,0.5100000000000002,0.6958493278832817,0,0
2532,21.9,25000.0,2.8,85.1,3,18.8,5.7,1.54,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,-0.40000000000000013,1.8181700118830395,0,0
2533,21.8,25000.0,4.25,67.3,1,16.9,4.4,2.36,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,0.22999999999999998,1.8008398269498858,0,0
2535,25.1,38405.0,4.78,80.5,1,18.8,6.0,3.33,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,-0.10999999999999988,1.435431124831457,0,0
2536,20.8,25000.0,2.28,88.6,1,19.1,1.5,4.0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,0.0,0.5699985750035625,0,0
2537,23.6,28000.0,4.85,78.9,2,26.4,6.7,1.52,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,0.7999999999999998,3.1907684817863036,0,1
2538,22.5,30661.0,3.46,74.5,2,40.9,6.0,2.16,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.06000000000000005,1.6018444359053892,0,1
2539,20.8,25000.0,5.93,82.6,1,39.1,7.3,2.4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.10000000000000009,2.4708230382373406,1,0
2540,20.4,47407.0,3.7,85.4,2,61.6,4.3,2.53,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,0.25,1.4624448124710971,0,0
2542,22.3,27533.0,3.84,67.8,1,31.2,5.4,2.05,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,0.040000000000000036,1.8731615943336861,1,0
2543,17.1,25000.0,4.77,72.9,2,15.5,3.6,2.53,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,0.27,1.8853680420235492,0,0
2544,17.7,25000.0,2.48,89.0,1,29.5,7.4,0.63,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,-0.18,3.9364454532467743,0,0
2545,19.3,25000.0,1.49,83.1,0,31.2,4.0,2.11,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,-0.31999999999999984,0.706157790721371,1,0
2546,19.4,34622.0,3.7,80.1,2,29.4,4.9,4.0,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,0.0,0.9249976875057814,0,0
2548,20.3,25000.0,6.87,83.3,1,39.0,8.2,2.07,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,-0.17999999999999994,3.3188245467413204,1,0
2549,20.4,25000.0,3.64,73.5,1,31.7,6.9,2.91,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,-0.26000000000000023,1.250854808059079,1,0
2550,23.8,25000.0,4.57,83.8,4,12.3,6.6,2.51,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,-0.16999999999999993,1.82070987764989,0,0
2551,20.5,25000.0,4.54,73.0,4,37.9,6.4,2.92,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.3700000000000001,1.5547891959274112,1,0
2552,25.7,25000.0,2.72,80.2,2,44.0,7.1,3.13,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,-0.5,0.8690068082849576,1,0
2553,20.3,25000.0,3.12,75.3,1,46.4,4.9,0.84,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,0.5599999999999999,3.714241497125035,1,0
2554,21.2,25000.0,5.67,77.7,0,35.7,3.5,4.0,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,0.0,1.4174964562588594,1,0
2555,20.8,25564.0,3.55,92.4,0,39.5,3.9,2.23,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,-0.4099999999999999,1.591921112461379,1,0
2556,18.8,25000.0,1.99,81.7,3,24.3,4.9,2.74,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,-0.3500000000000001,0.7262747216251034,0,0
2557,20.6,64056.0,1.71,85.1,2,25.1,6.5,1.84,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0.010000000000000009,0.9293427753110036,0,0
2558,18.6,25000.0,5.23,88.3,2,31.2,6.0,3.8,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,0.0900000000000003,1.376312167599559,1,0
2559,19.9,64789.0,4.34,84.6,2,33.3,6.5,2.79,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0.1200000000000001,1.555549980107598,0,0
2560,22.6,25000.0,4.33,68.8,1,20.0,2.9,1.82,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,0.06999999999999984,2.379107807099961,0,0
2561,19.4,61425.0,3.75,71.9,1,38.2,3.8,1.1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,0.07999999999999985,3.4090599176371117,0,0
2562,20.7,25000.0,4.86,80.1,2,41.7,2.9,2.14,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,-0.050000000000000266,2.271017425152219,1,0
2563,17.0,26809.0,5.85,77.2,4,23.2,6.6,2.83,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.7200000000000002,2.0671305048392052,0,0
2564,21.3,25000.0,4.92,77.1,1,46.6,5.2,1.19,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,0.010000000000000009,4.134419038495475,1,1
2565,17.9,69350.0,6.08,94.6,2,11.8,5.8,3.3,True,True,True,True,False,False,True,True,False,False,False,False,False,True,False,0.050000000000000266,1.8424186593373961,0,0
2566,22.7,25057.0,6.44,78.7,0,31.7,5.7,2.59,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,-0.1599999999999997,2.486476886189629,1,0
2567,17.6,25000.0,2.48,78.7,0,18.1,4.2,2.64,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,0.08000000000000007,0.9393903810970412,0,0
2568,23.7,42589.0,5.71,85.6,3,27.0,7.3,0.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.0,571000.0,0,1
2569,23.1,32140.0,3.69,77.8,2,15.0,3.9,3.29,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,0.06999999999999984,1.12157713806341,0,0
2570,23.0,58228.0,3.61,83.4,0,25.3,5.9,1.22,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,0.31000000000000005,2.9589921394086933,0,0
2571,22.8,56200.0,3.31,87.9,4,37.8,4.3,0.8,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,0.06999999999999995,4.137448281896476,0,1
2572,21.5,36805.0,4.12,82.8,1,23.0,5.1,2.91,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,-0.41000000000000014,1.4158026948361002,0,0
2573,17.0,25000.0,2.42,85.2,1,34.2,5.0,3.71,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,0.29000000000000004,0.652289346928984,1,0
2574,21.2,25000.0,3.18,75.8,6,43.9,6.9,1.81,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,-0.18999999999999995,1.7568963707382832,1,1
2575,22.3,40680.0,2.53,90.2,3,32.9,3.6,2.66,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,0.020000000000000018,0.9511242438938198,0,0
2576,23.8,34651.0,2.51,90.7,2,7.4,4.3,3.76,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0.2400000000000002,0.6675514160866594,0,0
2577,19.3,37275.0,3.37,77.8,3,27.0,4.9,2.74,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,-0.27,1.2299225185309541,0,0
2578,18.9,25000.0,6.98,75.2,2,36.9,6.7,1.52,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,0.43999999999999995,4.592075052137815,1,1
2579,18.4,65257.0,5.5,82.3,3,22.1,6.6,0.39,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,-0.38,14.102202507628009,0,0
2580,19.2,30262.0,5.39,75.9,3,15.4,3.2,3.07,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,-0.2599999999999998,1.755694606857958,0,0
2581,23.9,30027.0,3.01,80.9,2,26.0,6.0,2.96,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,0.33000000000000007,1.0168884564579173,0,0
2582,25.8,62556.0,3.91,82.6,1,19.4,10.0,1.57,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,0.31999999999999984,2.4904299972611637,0,1
2584,21.4,34595.0,5.89,92.0,1,28.8,6.4,3.3,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.03000000000000025,1.7848430762331022,0,0
2586,20.2,29473.0,4.67,93.8,1,36.5,5.4,1.52,True,True,True,True,False,True,False,False,True,False,False,False,True,False,False,-0.5,3.072348208235472,0,0
2587,18.1,25000.0,4.22,70.3,0,53.8,8.2,0.61,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,0.0,6.917919378370847,1,1
2588,22.8,25000.0,3.51,82.0,2,31.3,4.1,2.35,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,0.20999999999999996,1.4936106654865298,1,0
2589,23.4,25000.0,4.13,97.8,1,37.8,7.0,2.85,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,0.23999999999999977,1.4491177223939564,1,0
2590,17.0,54353.0,3.59,85.9,2,31.3,6.9,1.66,True,True,False,True,False,False,True,True,False,False,False,False,True,False,False,0.10000000000000009,2.162637574472443,0,0
2591,18.4,25000.0,2.49,75.9,4,44.4,4.6,2.4,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,0.06000000000000005,1.0374956771013455,1,0
2592,23.2,50093.0,7.62,81.7,0,61.8,5.5,3.78,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,-0.20999999999999996,2.015867682889728,0,0
2593,21.4,49520.0,2.46,92.9,1,16.9,7.9,2.47,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,0.34999999999999964,0.9959473848284014,0,0
2594,21.1,25000.0,2.03,76.8,1,27.8,3.2,2.48,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,-0.18000000000000016,0.8185450865117478,0,0
2595,21.4,31862.0,4.08,76.2,1,14.9,3.2,2.59,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0.2200000000000002,1.5752834931139263,0,0
2596,18.8,25000.0,3.36,86.7,4,46.5,8.1,0.59,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,0.050000000000000044,5.694818731885901,1,1
2597,19.2,25000.0,4.39,75.5,1,21.5,4.8,1.82,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.1100000000000001,2.412074658930445,0,0
2598,19.3,25000.0,3.7,80.1,4,36.5,6.6,1.5,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,-0.57,2.466650222331851,1,1
2599,22.3,25000.0,4.29,86.6,1,22.4,6.6,3.7,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,-0.6000000000000001,1.159456325793714,0,0
2601,17.0,53791.0,2.6,88.1,0,31.4,5.8,2.68,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,0.04999999999999982,0.9701456337849486,0,1
2602,20.0,27781.0,4.2,86.0,2,38.1,7.4,2.94,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.3900000000000001,1.4285665695014644,1,0
2603,17.0,30931.0,4.56,71.3,2,12.9,7.2,0.76,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,0.22999999999999998,5.999921053670346,0,1
2604,18.4,35120.0,5.49,66.6,2,14.7,7.9,2.59,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,-0.3799999999999999,2.1196829355871216,0,1
2606,17.5,25000.0,7.65,89.0,0,33.2,6.3,3.32,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,-0.44999999999999973,2.3042099270785332,1,0
2607,20.9,25000.0,4.35,91.4,2,16.4,5.5,3.72,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,0.2799999999999998,1.1693516952911416,0,0
2608,20.8,25000.0,4.16,82.9,3,34.5,4.9,1.31,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,-0.06000000000000005,3.1755482782574176,1,0
2609,24.8,35423.0,4.19,90.0,5,37.5,4.9,3.75,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.31999999999999984,1.1173303537857233,0,1
2610,21.0,25000.0,4.08,100.0,2,29.8,7.9,2.67,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,-0.3700000000000001,1.5280841644787848,0,0
2611,21.9,46908.0,3.37,70.2,2,8.1,4.8,2.35,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,0.33999999999999986,1.4340364509087196,0,0
2612,23.2,65146.0,2.36,78.7,3,22.4,1.7,3.38,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0.020000000000000018,0.6982227863231174,0,0
2613,24.0,37739.0,2.65,81.0,2,24.3,5.4,0.0,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,0.09,264999.99999999994,0,0
2614,24.6,33391.0,3.2,91.1,6,46.8,6.4,1.08,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,0.8999999999999999,2.962935528374737,0,1
2615,21.4,49457.0,3.42,71.4,2,41.8,2.6,2.28,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,0.4200000000000004,1.4999934210814865,0,0
2616,19.1,58024.0,4.36,81.0,1,36.0,6.6,2.54,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,-0.06000000000000005,1.7165286750839563,0,0
2617,22.7,27066.0,4.77,88.9,1,5.0,4.6,4.0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,0.0,1.192497018757453,0,0
2618,21.2,30604.0,4.25,87.5,0,13.8,2.4,2.27,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0.75,1.872238448288774,0,0
2619,20.4,30774.0,4.51,85.7,2,19.1,8.8,1.16,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False,0.26,3.8878975181248436,0,1
2620,23.3,25000.0,3.59,90.2,1,40.8,1.7,3.26,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.2799999999999998,1.101223615878479,1,0
2621,21.6,29613.0,3.31,91.8,5,17.7,5.2,3.76,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.03999999999999959,0.8803168076680647,0,0
2622,21.6,25000.0,4.39,85.9,0,45.3,4.1,2.22,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.21999999999999975,1.977468569961396,1,0
2623,17.0,25634.0,2.27,76.1,0,25.7,5.5,2.1,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,0.10000000000000009,1.080947233584602,0,1
2624,20.7,34277.0,3.07,86.8,2,26.2,8.8,3.01,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,-0.11999999999999966,1.0199301663449623,0,0
2625,18.6,62256.0,4.37,85.7,2,11.0,7.5,1.63,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.019999999999999796,2.680965147453083,0,0
2627,22.0,25000.0,1.76,85.2,0,32.8,6.9,2.51,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.14000000000000012,0.7011924255281852,1,0
2628,22.3,48773.0,5.87,70.4,2,38.9,4.5,1.96,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,-0.10999999999999988,2.9948826791700043,0,1
2629,22.1,40807.0,4.21,88.7,1,21.2,4.8,2.54,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,-0.1499999999999999,1.6574737894732696,0,0
2630,19.3,47164.0,4.76,87.0,3,40.0,5.6,3.02,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,-0.10000000000000009,1.5761537213452934,0,0
2631,18.5,59303.0,4.58,81.2,1,27.8,2.4,3.86,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,0.14000000000000012,1.1865254235092655,0,0
2632,22.3,37219.0,4.34,76.2,2,52.4,5.6,0.86,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,-0.08999999999999997,5.046452948221533,0,1
2633,20.5,25000.0,3.57,82.9,2,48.0,6.2,2.6,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0.44999999999999973,1.3730716420321458,1,0
2634,20.0,25000.0,3.16,79.2,4,21.9,2.8,3.47,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,0.13999999999999968,0.9106601998265135,0,0
2635,20.4,34604.0,4.6,81.4,0,33.0,8.0,0.47,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.06,9.787025807961532,0,0
